clasificador,n_estimators,max_depth,max_features,bootstrap,weight_color,f1_score
RF,200,20.0,sqrt,True,0.4,0.6780410575863305
RF,200,20.0,sqrt,True,0.5,0.6793573936928274
RF,200,20.0,sqrt,True,0.6,0.6769088554511894
RF,200,20.0,sqrt,True,0.7,0.669190811706627
RF,200,20.0,sqrt,True,0.8,0.6636980237450192
RF,200,20.0,sqrt,False,0.2,0.6813558051440392
RF,200,20.0,sqrt,False,0.3,0.6830061556885514
RF,200,20.0,sqrt,False,0.4,0.6843447397187482
RF,200,20.0,sqrt,False,0.5,0.6840756685233924
RF,200,20.0,sqrt,False,0.6,0.6821462963083693
RF,200,20.0,sqrt,False,0.7,0.6811559858956454
RF,200,20.0,sqrt,False,0.8,0.6744671561708028
RF,200,20.0,log2,True,0.2,0.6764635667822849
RF,200,20.0,log2,True,0.3,0.6775350851678812
RF,200,20.0,log2,True,0.4,0.6778899267024747
RF,200,20.0,log2,True,0.5,0.679385971628981
RF,200,20.0,log2,True,0.6,0.6704006430896967
RF,200,20.0,log2,True,0.7,0.6635468081907141
RF,200,20.0,log2,True,0.8,0.6503737349032859
RF,200,20.0,log2,False,0.2,0.6811863377543819
RF,200,20.0,log2,False,0.3,0.6840515818190437
RF,200,20.0,log2,False,0.4,0.6837202958881645
RF,200,20.0,log2,False,0.5,0.683885270137064
RF,200,20.0,log2,False,0.6,0.6757201159304833
RF,200,20.0,log2,False,0.7,0.671051219537502
RF,200,20.0,log2,False,0.8,0.6595651022127335
RF,200,20.0,0.5,True,0.2,0.68176349310466
RF,200,20.0,0.5,True,0.3,0.6820310932515992
RF,200,20.0,0.5,True,0.4,0.6877243297370763
RF,200,20.0,0.5,True,0.5,0.6858014573553338
RF,200,20.0,0.5,True,0.6,0.6829401751011474
RF,200,20.0,0.5,True,0.7,0.6789700358899731
RF,200,20.0,0.5,True,0.8,0.6666931927985984
RF,200,20.0,0.5,False,0.2,0.6833720866341231
RF,200,20.0,0.5,False,0.3,0.6889452131195484
RF,200,20.0,0.5,False,0.4,0.6923842965790179
RF,200,20.0,0.5,False,0.5,0.6894600147326255
RF,200,20.0,0.5,False,0.6,0.6834386964124758
RF,200,20.0,0.5,False,0.7,0.6742061638686172
RF,200,20.0,0.5,False,0.8,0.6627100203498237
RF,200,30.0,sqrt,True,0.2,0.6714953212245857
RF,200,30.0,sqrt,True,0.3,0.6784849554213623
RF,200,30.0,sqrt,True,0.4,0.6788660326816043
RF,200,30.0,sqrt,True,0.5,0.6772295071110188
RF,200,30.0,sqrt,True,0.6,0.6728746955165223
RF,200,30.0,sqrt,True,0.7,0.6646977540438785
RF,200,30.0,sqrt,True,0.8,0.6572404264514199
RF,200,30.0,sqrt,False,0.2,0.6853785377140619
RF,200,30.0,sqrt,False,0.3,0.6871293754034279
RF,200,30.0,sqrt,False,0.4,0.6896098072567783
RF,200,30.0,sqrt,False,0.5,0.6898124317669014
RF,200,30.0,sqrt,False,0.6,0.6824713027922134
RF,200,30.0,sqrt,False,0.7,0.6753051004000526
RF,200,30.0,sqrt,False,0.8,0.6667168115134293
RF,200,30.0,log2,True,0.2,0.6742273703333382
RF,200,30.0,log2,True,0.3,0.6775112609805791
RF,200,30.0,log2,True,0.4,0.6759978959604263
RF,200,30.0,log2,True,0.5,0.6778754706178488
RF,200,30.0,log2,True,0.6,0.6754984279931294
RF,200,30.0,log2,True,0.7,0.6699330383610802
RF,200,30.0,log2,True,0.8,0.6593231293333919
RF,200,30.0,log2,False,0.2,0.686048435900185
RF,200,30.0,log2,False,0.3,0.6866329594828351
RF,200,30.0,log2,False,0.4,0.6862014644772416
RF,200,30.0,log2,False,0.5,0.6772227490661137
RF,200,30.0,log2,False,0.6,0.6834800896654606
RF,200,30.0,log2,False,0.7,0.6767962429507797
RF,200,30.0,log2,False,0.8,0.6644946466290977
RF,200,30.0,0.5,True,0.2,0.6795172940849092
RF,200,30.0,0.5,True,0.3,0.6849638029497478
RF,200,30.0,0.5,True,0.4,0.6864448536601824
RF,200,30.0,0.5,True,0.5,0.6824873290684919
RF,200,30.0,0.5,True,0.6,0.6775797749480972
RF,200,30.0,0.5,True,0.7,0.679980054636035
RF,200,30.0,0.5,True,0.8,0.6693655807032582
RF,200,30.0,0.5,False,0.2,0.679766155597926
RF,200,30.0,0.5,False,0.3,0.6843911201577607
RF,200,30.0,0.5,False,0.4,0.6883450089317071
RF,200,30.0,0.5,False,0.5,0.6875326415943787
RF,200,30.0,0.5,False,0.6,0.6801153754677285
RF,200,30.0,0.5,False,0.7,0.6773913814012514
RF,200,30.0,0.5,False,0.8,0.6677524791584458
RF,300,,sqrt,True,0.2,0.675971954649364
RF,300,,sqrt,True,0.3,0.6827248562829591
RF,300,,sqrt,True,0.4,0.6804466174783784
RF,300,,sqrt,True,0.5,0.6822530730875443
RF,300,,sqrt,True,0.6,0.6781125362469674
RF,300,,sqrt,True,0.7,0.6693014352708886
RF,300,,sqrt,True,0.8,0.6562311399777367
RF,300,,sqrt,False,0.2,0.6848996977101443
RF,300,,sqrt,False,0.3,0.6867929535672644
RF,300,,sqrt,False,0.4,0.6899154001744712
RF,300,,sqrt,False,0.5,0.690296689085886
RF,300,,sqrt,False,0.6,0.6882264263108206
RF,300,,sqrt,False,0.7,0.6848686206188314
RF,300,,sqrt,False,0.8,0.6697974364949332
RF,300,,log2,True,0.2,0.6766799244036238
RF,300,,log2,True,0.3,0.6775070827184708
RF,300,,log2,True,0.4,0.6791719801415386
RF,300,,log2,True,0.5,0.6789477618281975
RF,300,,log2,True,0.6,0.675494315416515
RF,300,,log2,True,0.7,0.6715769719424068
RF,300,,log2,True,0.8,0.6640334804420283
RF,300,,log2,False,0.2,0.6820820145588724
RF,300,,log2,False,0.3,0.6859865647243171
RF,300,,log2,False,0.4,0.6829953690957768
RF,300,,log2,False,0.5,0.6814453241190048
RF,300,,log2,False,0.6,0.6834989229869485
RF,300,,log2,False,0.7,0.6796939492771847
RF,300,,log2,False,0.8,0.6645112592248619
RF,300,,0.5,True,0.2,0.6757741649264869
RF,300,,0.5,True,0.3,0.6757860002658391
RF,300,,0.5,True,0.4,0.6851582991492629
RF,300,,0.5,True,0.5,0.6796617252100152
RF,300,,0.5,True,0.6,0.6801707881765916
RF,300,,0.5,True,0.7,0.6810324022639431
RF,300,,0.5,True,0.8,0.6632974709744659
RF,300,,0.5,False,0.2,0.6820361275040622
RF,300,,0.5,False,0.3,0.6833015358740665
RF,300,,0.5,False,0.4,0.6848656542758756
RF,300,,0.5,False,0.5,0.6830776387615058
RF,300,,0.5,False,0.6,0.6822813241694755
RF,300,,0.5,False,0.7,0.6824229798320764
RF,300,,0.5,False,0.8,0.6673295371721345
RF,300,10.0,sqrt,True,0.2,0.5130226384943939
RF,300,10.0,sqrt,True,0.3,0.5257261057149892
RF,300,10.0,sqrt,True,0.4,0.5312529306308654
RF,300,10.0,sqrt,True,0.5,0.5365175984026029
RF,300,10.0,sqrt,True,0.6,0.5468210044976632
RF,300,10.0,sqrt,True,0.7,0.5510473615600074
RF,300,10.0,sqrt,True,0.8,0.5448810236019519
RF,300,10.0,sqrt,False,0.2,0.5433341834548999
RF,300,10.0,sqrt,False,0.3,0.5538957927636545
RF,300,10.0,sqrt,False,0.4,0.5652668522334248
RF,300,10.0,sqrt,False,0.5,0.56863337879117
RF,300,10.0,sqrt,False,0.6,0.5778993980067696
RF,300,10.0,sqrt,False,0.7,0.5659320405004082
RF,300,10.0,sqrt,False,0.8,0.5549707154517952
RF,300,10.0,log2,True,0.2,0.48304673246896723
RF,300,10.0,log2,True,0.3,0.4912828536938326
RF,300,10.0,log2,True,0.4,0.49943047618179826
RF,300,10.0,log2,True,0.5,0.4958914706351318
RF,300,10.0,log2,True,0.6,0.5045449103930874
RF,300,10.0,log2,True,0.7,0.5049347540672242
RF,300,10.0,log2,True,0.8,0.49851917219088326
RF,300,10.0,log2,False,0.2,0.51026110003193
RF,300,10.0,log2,False,0.3,0.520034542800292
RF,300,10.0,log2,False,0.4,0.5261180634044179
RF,300,10.0,log2,False,0.5,0.5264896562619333
RF,300,10.0,log2,False,0.6,0.5258567726957343
RF,300,10.0,log2,False,0.7,0.5298089106924292
RF,300,10.0,log2,False,0.8,0.5158430300315671
RF,300,10.0,0.5,True,0.2,0.5683414685023704
RF,300,10.0,0.5,True,0.3,0.591402892037895
RF,300,10.0,0.5,True,0.4,0.5985370901328576
RF,300,10.0,0.5,True,0.5,0.6039877747718166
RF,300,10.0,0.5,True,0.6,0.5982818993257994
RF,300,10.0,0.5,True,0.7,0.5947158382296236
RF,300,10.0,0.5,True,0.8,0.574316787272865
RF,300,10.0,0.5,False,0.2,0.5897333923002724
RF,300,10.0,0.5,False,0.3,0.6041114373199504
RF,300,10.0,0.5,False,0.4,0.6130892853763388
RF,300,10.0,0.5,False,0.5,0.6117647791783737
RF,300,10.0,0.5,False,0.6,0.6149568355901565
RF,300,10.0,0.5,False,0.7,0.609242342255102
RF,300,10.0,0.5,False,0.8,0.584154508634219
RF,300,20.0,sqrt,True,0.2,0.6741644655011477
RF,300,20.0,sqrt,True,0.3,0.6770990593543282
RF,300,20.0,sqrt,True,0.4,0.6784846204606425
RF,300,20.0,sqrt,True,0.5,0.6794296237091216
RF,300,20.0,sqrt,True,0.6,0.6780100951732042
RF,300,20.0,sqrt,True,0.7,0.6731370716304592
RF,300,20.0,sqrt,True,0.8,0.6613342060682197
RF,300,20.0,sqrt,False,0.2,0.6838558555859359
RF,300,20.0,sqrt,False,0.3,0.6895706547103229
RF,300,20.0,sqrt,False,0.4,0.6949131072656647
RF,300,20.0,sqrt,False,0.5,0.6878148364962795
RF,300,20.0,sqrt,False,0.6,0.679622018140812
RF,300,20.0,sqrt,False,0.7,0.6783553427470272
RF,300,20.0,sqrt,False,0.8,0.6693125652110691
RF,300,20.0,log2,True,0.2,0.6715462674872663
RF,300,20.0,log2,True,0.3,0.6741101470084755
RF,300,20.0,log2,True,0.4,0.6756179868467072
RF,300,20.0,log2,True,0.5,0.6773063286034265
RF,300,20.0,log2,True,0.6,0.6770407854263507
RF,300,20.0,log2,True,0.7,0.6708582857681513
RF,300,20.0,log2,True,0.8,0.657538977069959
RF,300,20.0,log2,False,0.2,0.6793488948852386
RF,300,20.0,log2,False,0.3,0.6807416777940094
RF,300,20.0,log2,False,0.4,0.6831660724663267
RF,300,20.0,log2,False,0.5,0.6866546198239614
RF,300,20.0,log2,False,0.6,0.6817762705619516
RF,300,20.0,log2,False,0.7,0.6764066230954968
RF,300,20.0,log2,False,0.8,0.663632450208639
RF,300,20.0,0.5,True,0.2,0.6803340793624415
RF,300,20.0,0.5,True,0.3,0.6821161312037567
RF,300,20.0,0.5,True,0.4,0.6846682050856676
RF,300,20.0,0.5,True,0.5,0.686417211129098
RF,300,20.0,0.5,True,0.6,0.6783500471314323
RF,300,20.0,0.5,True,0.7,0.6756913829607768
RF,300,20.0,0.5,True,0.8,0.6703964827133698
RF,300,20.0,0.5,False,0.2,0.6835041371937102
RF,300,20.0,0.5,False,0.3,0.6888590609078803
RF,300,20.0,0.5,False,0.4,0.6885356097963368
RF,300,20.0,0.5,False,0.5,0.6860192129243653
RF,300,20.0,0.5,False,0.6,0.6840240647479205
RF,300,20.0,0.5,False,0.7,0.6753610692062131
RF,300,20.0,0.5,False,0.8,0.662648326074356
RF,300,30.0,sqrt,True,0.2,0.6781183249162833
RF,300,30.0,sqrt,True,0.3,0.684907548184828
RF,300,30.0,sqrt,True,0.4,0.6821870273309131
RF,300,30.0,sqrt,True,0.5,0.6816860987884567
RF,300,30.0,sqrt,True,0.6,0.6751253937848043
RF,300,30.0,sqrt,True,0.7,0.6703430629516779
RF,300,30.0,sqrt,True,0.8,0.6586531343606744
RF,300,30.0,sqrt,False,0.2,0.685644867706427
RF,300,30.0,sqrt,False,0.3,0.6878390867718551
RF,300,30.0,sqrt,False,0.4,0.6881743484649661
RF,300,30.0,sqrt,False,0.5,0.6903882485742521
RF,300,30.0,sqrt,False,0.6,0.6870113192304346
RF,300,30.0,sqrt,False,0.7,0.6814031016280498
RF,300,30.0,sqrt,False,0.8,0.669875540562336
RF,300,30.0,log2,True,0.2,0.6779892094215959
RF,300,30.0,log2,True,0.3,0.6775547239667048
RF,300,30.0,log2,True,0.4,0.6766426813375249
RF,300,30.0,log2,True,0.5,0.678992443241825
RF,300,30.0,log2,True,0.6,0.6744370002893677
RF,300,30.0,log2,True,0.7,0.6713310070134345
RF,300,30.0,log2,True,0.8,0.6675756320320436
RF,300,30.0,log2,False,0.2,0.6845150229876037
RF,300,30.0,log2,False,0.3,0.683678265207737
RF,300,30.0,log2,False,0.4,0.6814647545238162
RF,300,30.0,log2,False,0.5,0.6816864902232294
RF,300,30.0,log2,False,0.6,0.6827997257097616
RF,300,30.0,log2,False,0.7,0.6773707260294722
RF,300,30.0,log2,False,0.8,0.6636628845709145
RF,300,30.0,0.5,True,0.2,0.674396751042808
RF,300,30.0,0.5,True,0.3,0.6766097401809917
RF,300,30.0,0.5,True,0.4,0.6823894719124242
RF,300,30.0,0.5,True,0.5,0.6763135687547146
RF,300,30.0,0.5,True,0.6,0.6786373009209823
RF,300,30.0,0.5,True,0.7,0.6751665130525076
RF,300,30.0,0.5,True,0.8,0.665711083130902
RF,300,30.0,0.5,False,0.2,0.6796873516111892
RF,300,30.0,0.5,False,0.3,0.6839389838800088
RF,300,30.0,0.5,False,0.4,0.6825950609855859
RF,300,30.0,0.5,False,0.5,0.6839333913819614
RF,300,30.0,0.5,False,0.6,0.6798766200362225
RF,300,30.0,0.5,False,0.7,0.6793363930849393
RF,300,30.0,0.5,False,0.8,0.6630360314068598
RF,500,,sqrt,True,0.2,0.6771921203826724
RF,500,,sqrt,True,0.3,0.6827645091001053
RF,500,,sqrt,True,0.4,0.6836472841186395
RF,500,,sqrt,True,0.5,0.6815675453412928
RF,500,,sqrt,True,0.6,0.6760573919798586
RF,500,,sqrt,True,0.7,0.6667958071025301
RF,500,,sqrt,True,0.8,0.6579248082244455
RF,500,,sqrt,False,0.2,0.6850314242248008
RF,500,,sqrt,False,0.3,0.6879489971371664
RF,500,,sqrt,False,0.4,0.6935342069274657
RF,500,,sqrt,False,0.5,0.6915274962714519
RF,500,,sqrt,False,0.6,0.6896093021400567
RF,500,,sqrt,False,0.7,0.6875007557109967
RF,500,,sqrt,False,0.8,0.673905801155522
RF,500,,log2,True,0.2,0.676189878147228
RF,500,,log2,True,0.3,0.6788069624059436
RF,500,,log2,True,0.4,0.6789537463650497
RF,500,,log2,True,0.5,0.6784933733070436
RF,500,,log2,True,0.6,0.6720450108663906
RF,500,,log2,True,0.7,0.6697975756562237
RF,500,,log2,True,0.8,0.6637358786444194
RF,500,,log2,False,0.2,0.6829450285053389
RF,500,,log2,False,0.3,0.6835402210238148
RF,500,,log2,False,0.4,0.6836552133492685
RF,500,,log2,False,0.5,0.684587422269454
RF,500,,log2,False,0.6,0.6808840536799174
RF,500,,log2,False,0.7,0.6768631061070784
RF,500,,log2,False,0.8,0.6704229559672766
RF,500,,0.5,True,0.2,0.6756070928367938
RF,500,,0.5,True,0.3,0.6804422052469897
RF,500,,0.5,True,0.4,0.68199366488827
RF,500,,0.5,True,0.5,0.6833216456632796
RF,500,,0.5,True,0.6,0.683498341258296
RF,500,,0.5,True,0.7,0.6811217430441204
RF,500,,0.5,True,0.8,0.6749616338782222
RF,500,,0.5,False,0.2,0.6806047115569893
RF,500,,0.5,False,0.3,0.6876486630619079
RF,500,,0.5,False,0.4,0.6895625151807335
RF,500,,0.5,False,0.5,0.6833827208338131
RF,500,,0.5,False,0.6,0.6797115249065577
RF,500,,0.5,False,0.7,0.6756963454768974
RF,500,,0.5,False,0.8,0.6648457298993793
RF,500,10.0,sqrt,True,0.2,0.5194309017275525
RF,500,10.0,sqrt,True,0.3,0.5316491327283572
RF,500,10.0,sqrt,True,0.4,0.5356379741616576
RF,500,10.0,sqrt,True,0.5,0.5443618126278305
RF,500,10.0,sqrt,True,0.6,0.5491551943315713
RF,500,10.0,sqrt,True,0.7,0.550714913056587
RF,500,10.0,sqrt,True,0.8,0.5418552018563362
RF,500,10.0,sqrt,False,0.2,0.5427333816853276
RF,500,10.0,sqrt,False,0.3,0.555949058246364
RF,500,10.0,sqrt,False,0.4,0.5620801375360822
RF,500,10.0,sqrt,False,0.5,0.5661838964436611
RF,500,10.0,sqrt,False,0.6,0.5771372973882266
RF,500,10.0,sqrt,False,0.7,0.5710188920720689
RF,500,10.0,sqrt,False,0.8,0.5567697858724112
RF,500,10.0,log2,True,0.2,0.4799122928590182
RF,500,10.0,log2,True,0.3,0.4891393351725936
RF,500,10.0,log2,True,0.4,0.4932212698502975
RF,500,10.0,log2,True,0.5,0.49924266212908996
RF,500,10.0,log2,True,0.6,0.505567017655389
RF,500,10.0,log2,True,0.7,0.5003088400929139
RF,500,10.0,log2,True,0.8,0.48840662568518567
RF,500,10.0,log2,False,0.2,0.5116474057257909
RF,500,10.0,log2,False,0.3,0.5179909195515798
RF,500,10.0,log2,False,0.4,0.5235985719066522
RF,500,10.0,log2,False,0.5,0.5302740111978441
RF,500,10.0,log2,False,0.6,0.5285505952517384
RF,500,10.0,log2,False,0.7,0.523430389864026
RF,500,10.0,log2,False,0.8,0.5168908737208509
RF,500,10.0,0.5,True,0.2,0.5691785692308025
RF,500,10.0,0.5,True,0.3,0.5848447309731947
RF,500,10.0,0.5,True,0.4,0.593458998321059
RF,500,10.0,0.5,True,0.5,0.6006573125361736
RF,500,10.0,0.5,True,0.6,0.5934016476643195
RF,500,10.0,0.5,True,0.7,0.5862314966655171
RF,500,10.0,0.5,True,0.8,0.5767245526751934
RF,500,10.0,0.5,False,0.2,0.5969566252736097
RF,500,10.0,0.5,False,0.3,0.6056996841866868
RF,500,10.0,0.5,False,0.4,0.6128134297628887
RF,500,10.0,0.5,False,0.5,0.6181477360698133
RF,500,10.0,0.5,False,0.6,0.6171597108608283
RF,500,10.0,0.5,False,0.7,0.6071065401027516
RF,500,10.0,0.5,False,0.8,0.5834023670279381
RF,500,20.0,sqrt,True,0.2,0.6769858714520451
RF,500,20.0,sqrt,True,0.3,0.6779134442809576
RF,500,20.0,sqrt,True,0.4,0.6852852831747221
RF,500,20.0,sqrt,True,0.5,0.6842572795848331
RF,500,20.0,sqrt,True,0.6,0.6763602769433675
RF,500,20.0,sqrt,True,0.7,0.6758576040410575
RF,500,20.0,sqrt,True,0.8,0.666361073597258
RF,500,20.0,sqrt,False,0.2,0.6828339387462659
RF,500,20.0,sqrt,False,0.3,0.6903090805786146
RF,500,20.0,sqrt,False,0.4,0.6898993967357792
RF,500,20.0,sqrt,False,0.5,0.6880967021269001
RF,500,20.0,sqrt,False,0.6,0.6830445359058269
RF,500,20.0,sqrt,False,0.7,0.6785570478931109
RF,500,20.0,sqrt,False,0.8,0.6698621270962551
RF,500,20.0,log2,True,0.2,0.6745827741826671
RF,500,20.0,log2,True,0.3,0.6750724652586972
RF,500,20.0,log2,True,0.4,0.6753284530896154
RF,500,20.0,log2,True,0.5,0.6726759544066466
RF,500,20.0,log2,True,0.6,0.6738651747117563
RF,500,20.0,log2,True,0.7,0.6674158427217031
RF,500,20.0,log2,True,0.8,0.656230042296041
RF,500,20.0,log2,False,0.2,0.6792523999109198
RF,500,20.0,log2,False,0.3,0.6835068479418616
RF,500,20.0,log2,False,0.4,0.688541082037102
RF,500,20.0,log2,False,0.5,0.6847935752303775
RF,500,20.0,log2,False,0.6,0.6799734532968773
RF,500,20.0,log2,False,0.7,0.6719353042187095
RF,500,20.0,log2,False,0.8,0.6600890641794182
RF,500,20.0,0.5,True,0.2,0.6821499853112006
RF,500,20.0,0.5,True,0.3,0.6852995452242034
RF,500,20.0,0.5,True,0.4,0.6864030001722725
RF,500,20.0,0.5,True,0.5,0.6830637638733076
RF,500,20.0,0.5,True,0.6,0.6776226550196032
RF,500,20.0,0.5,True,0.7,0.6775155874014295
RF,500,20.0,0.5,True,0.8,0.667492515481693
RF,500,20.0,0.5,False,0.2,0.6852589144227879
RF,500,20.0,0.5,False,0.3,0.6895001665315471
RF,500,20.0,0.5,False,0.4,0.6859242365999965
RF,500,20.0,0.5,False,0.5,0.6851894215851391
RF,500,20.0,0.5,False,0.6,0.6809689572450998
RF,500,20.0,0.5,False,0.7,0.6794191404723382
RF,500,20.0,0.5,False,0.8,0.6642660879249994
RF,500,30.0,sqrt,True,0.2,0.6772772482940033
RF,500,30.0,sqrt,True,0.3,0.6830921020917111
RF,500,30.0,sqrt,True,0.4,0.6849856675379304
RF,500,30.0,sqrt,True,0.5,0.6812604609521908
RF,500,30.0,sqrt,True,0.6,0.6772052592980062
RF,500,30.0,sqrt,True,0.7,0.6668777326614796
RF,500,30.0,sqrt,True,0.8,0.6580000931542597
RF,500,30.0,sqrt,False,0.2,0.6860418500510477
RF,500,30.0,sqrt,False,0.3,0.689061756432732
RF,500,30.0,sqrt,False,0.4,0.6916466830644226
RF,500,30.0,sqrt,False,0.5,0.6917143016043024
RF,500,30.0,sqrt,False,0.6,0.6899957470944708
RF,500,30.0,sqrt,False,0.7,0.6862297978212494
RF,500,30.0,sqrt,False,0.8,0.674078930884514
RF,500,30.0,log2,True,0.2,0.6765480613329026
RF,500,30.0,log2,True,0.3,0.6781049145957968
RF,500,30.0,log2,True,0.4,0.677571635177014
RF,500,30.0,log2,True,0.5,0.6789961624757609
RF,500,30.0,log2,True,0.6,0.6723462984338711
RF,500,30.0,log2,True,0.7,0.6686907500602783
RF,500,30.0,log2,True,0.8,0.6645322108117026
RF,500,30.0,log2,False,0.2,0.682958262563095
RF,500,30.0,log2,False,0.3,0.68479067192376
RF,500,30.0,log2,False,0.4,0.6827481787919051
RF,500,30.0,log2,False,0.5,0.6850353736129281
RF,500,30.0,log2,False,0.6,0.6810678816434
RF,500,30.0,log2,False,0.7,0.6791092289991949
RF,500,30.0,log2,False,0.8,0.6691568421233229
RF,500,30.0,0.5,True,0.2,0.6760612666334449
RF,500,30.0,0.5,True,0.3,0.6784731720709799
RF,500,30.0,0.5,True,0.4,0.683780918570499
RF,500,30.0,0.5,True,0.5,0.6827485936860926
RF,500,30.0,0.5,True,0.6,0.6831851132186206
RF,500,30.0,0.5,True,0.7,0.6764716318273751
RF,500,30.0,0.5,True,0.8,0.6711017952692218
RF,500,30.0,0.5,False,0.2,0.6816908200369397
RF,500,30.0,0.5,False,0.3,0.6885990471463198
RF,500,30.0,0.5,False,0.4,0.690921426624965
RF,500,30.0,0.5,False,0.5,0.6833907717222417
RF,500,30.0,0.5,False,0.6,0.6770988370269528
RF,500,30.0,0.5,False,0.7,0.6781292636251824
RF,500,30.0,0.5,False,0.8,0.6657027864416982
